Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
fastshop2||BRBMO40AR2,Microondas,Micro-ondas de Embutir Brastemp com 40 Litros de Capacidade e Grill Inox - BMO40AR,"O micro-ondas Brastemp De Embutir BMO40 ARBNA oferece a performance que você precisa para revelar o Chef que existe em você. Ele tem Super Capacidade de 40 Litros e 58 Receitas Programadas para você preparar pratos mais elaborados. Com ele, você tem alimentos crocantes sem usar óleo: basta usar a Função Crisp. Ele ainda ajuda a preservar os nutrientes com a Função Vapor e a finalizar receitas com perfeição com a Função Gratinar. Tudo isso em um design que deixa sua cozinha ainda mais bonita e sofisticada.","{""capacidade"":""40 L"",""cor"":""Prata"",""marca"":""Brastemp"",""tipo"":""Embutir"",""voltagem"":""220 V""}",40 L,Prata,Brastemp,,220 V,Embutir,,,,,,40 Litros,Inox,Brastemp,Não informado,Não informado,Micro-ondas de Embutir,Não informado,BMO40AR,Não informado,Grill,Não informado,Brastemp,Inox,40L,8,220V,Com Relógio,De Embutir
olistsp||OSPY1APE4RPJ915V,Microondas,Micro-Ondas 30L Lg Easy Clean - Ms3095Lra.Fslglgz,"Função manter aquecido-conserva a comida aquecida depois do preparo.Potência-permite alterar 10 níveis de potência.Funções extras-relógio-adicionar 30 segundosTrava para crianças-impede a utilização por crianças quando a trava estiver acionada, garantindo mais segurança para a sua família.Dados cadastraisCódigos: MS3095LR.FSLFLGZ (110V) / MS3095LRA.FSLGLGZ (220V)Descrição: Forno de Micro-ondas Solo 30L com revestimento EasyClean E tecnologia i waveCor: prata com frente espelhada, cavidade cinza com revestimento EasyCleanVolume Total / Útil: 30 litros / 17 litros- Consumo de Energia: 1,25 kWh- Classificação energética: A- Selo Procel: Sim- Potência saída: 800W- Potência consumo: 1250W- Frequência de micro-ondas: 2450 MHz- Código EAN: 7893299913105 (110V) / 7893299913112 (220V)- NCM: 8516.50.00 Cor: PRATA - Voltagem: 220 VOLTS Dimensões L x A x P (mm) Produto: 507 x 291,4 x 395,3Embalado: 557 x 310 x 445Peso (Kg)Produto: 12,2 kg Embalado: 14,3 kg","{""capacidade"":""30 L"",""cor"":""Prata"",""marca"":""LG"",""tipo"":""Mesa"",""voltagem"":""220 V""}",30 L,Prata,LG,,220 V,Mesa,,,,,,30L,prata,Lg,10,220V,Solo,EasyClean,MS3095LRFSLFLGZ,Não informado,Função manter aquecido-conserva a comida aquecida depois do preparoPotência-permite alterar 10 níveis de potênciaFunções extras-relógio-adicionar 30 segundosTrava para crianças-impede a utilização por crianças quando a trava estiver acionada garantindo mais segurança para a sua família,Easy Clean,LG,Branco,30L,10,220V,Com Relógio,De Bancada
continentalcenter||172002011415100011,Microondas,Micro-ondas de Bancada Electrolux 27L Branco 127V MB37R,"Micro-ondas de Bancada Electrolux 27L Branco 127V MB37R<p>Desenvolvido para<strong> facilitar o seu dia a dia na cozinha</strong>, o <strong>Micro-ondas de Bancada Electrolux MS37R conta com diversas possibilidades </strong>que farão a diferença na hora de preparar as suas receitas favoritas. Através do<strong> menu descongelar é possível selecionar a opção ideal</strong>, seja carne, frango, peixe e feijão, descongelados no tempo e potência ideais.</p><p>O microondas oferece também um<strong> menu cheio de opções, como por exemplo o Menu Faça Fácil</strong>, com<strong> receitas pré-programadas adicionadas facilmente</strong> com apenas um toque, oferece também um <strong>menu online com 55 receitas programadas para o ponto ideal</strong>, basta acessar o código através do seu celular e pronto, diversas receitas para você fazer com o Micro-ondas MS37R.</p><p>Através da<strong> função Manter Aquecido</strong>, é possível determinar o tempo a temperatura certa para servir. Para auxiliar com a limpeza do produto, a<strong> função Limpa Fácil facilita na limpeza interna do micro-ondas </strong>por meio do vapor e para <strong>suavizar os odores deixados pelos alimentos, conte com a Função Tira-Odor</strong>.</p><p>São diversas possibilidades que o <strong>Micro-Ondas Electrolux</strong> proporciona a você, não espere mais para adquirir um item revolucionário, conte com a Electrolux e dê um <em>upgrade </em>na sua cozinha.</p><p><strong>Especificações Técnicas:</strong></p><p>Marca: Electrolux</p><p>Modelo (cód): MS37R</p><p>Voltagem: 127V</p><p>Cor: Branco</p><p>Acabamento Frontal: Porta branca</p><p>Acabamento Interno: Branco</p><p>Acabamento Lateral: Branco</p><p>Capacidade: 27 litros</p><p>Classificação Energética: A</p><p>Descongelamento: Sim</p><p>Descrição: Micro-Ondas de bancada 27L MS37R Cinza com Menu Online e Função Tira Odor</p><p>Diâmetro do Prato: 284</p><p>Diferenciais: Menu Online, Tira Odor, Manter Aquecido e Limpa Fácil.</p><p>Frequência (Hz): 60</p><p>Menu de Receitas: Sim</p><p>Menu de Receitas Fáceis: SIM</p><p>Menu Faça Fácil: Sim: Arroz, Brigadeiro e Pipoca</p><p>Painel: Membrana</p><p>Prato Giratório: Sim</p><p>Puxador: Sim</p><p>Receitas: Arroz, Brigadeiro, Pipoca e mais 55 receitas pré-programadas</p><p>Relógio: Sim</p><p>Tecla Descongelar: Sim</p><p>Trava de Segurança: Sim</p><p>Dimensões (AxLxP): 28.1 x 48.3 x 40.7 cm</p><p>Peso líquido (kg): 14,06</p><p>Garantia (Prato, Base e Roldanas): 3 Meses</p><p>Garantia: 12 meses</p>","{""capacidade"":""27 L"",""cor"":""Branco"",""marca"":""Electrolux"",""niveis_de_potencia"":""10 Níveis"",""tipo"":""Mesa"",""voltagem"":""127 V""}",27 L,Branco,Electrolux,10 Níveis,127 V,Mesa,,,,,,27L,Branco,Electrolux,Não informado,127V,Bancada,Porta branca,MS37R,Não informado,"Menu Online, Tira Odor, Manter Aquecido, Limpa Fácil",Não informado,Electrolux ,Branco,27L,,110V,Com Relógio,De Bancada
magazineluiza||201063700,Microondas,Micro-ondas Inox Built 30L de Embutir,"Micro-ondas com capacidade para 30 litros. Ele esquenta e descongela, conta com porta de vidro e trava de segurança. O display é digital e a moldura é em vidro, proporcionando maior sofisticação!","{""capacidade"":""30 L"",""cor"":""Inox"",""marca"":""Built"",""tipo"":""Embutir"",""voltagem"":""127 V""}",30 L,Inox,Built,,127 V,Embutir,,,,,,30L,Inox,Não informado,Não informado,Não informado,Embutir,Não informado,Built,Não informado,"Porta de vidro, trava de segurança, display digital, moldura em vidro",Não informado,,,,,,,
leonfer||1957,Microondas,Forno Micro-ondas. Panasonic 21 Litros  Espelhado Nn-st27lwrun,"Se você busca por um produto que ofereça praticidade e ainda deixe a sua decoração ainda mais bonita, o Micro-ondas NN-ST27LWRUN da Panasonic é a opção ideal. Com design moderno e perfeito para combinar com a decoração da sua cozinha, ele possui porta espelhada e visor incrivelmente bonito. Fácil de usar, ele conta com 21 litros. Seus 700w de potência, proporciona mais praticidade no dia a dia, o melhor é que possui função de até 3 posições de memória, para que seja muito mais fácil o preparo das suas receitas preferidas.<br> Além disso, o Micro-ondas NN-ST27LWRUN da Panasonic tem função desodorizador, que reduz o cheiro de outros cozimentos. Outro aspecto que chama atenção, é o auto congelamento que descongela os alimentos com muito mais facilidade.<br> A eficiência energética desse produto é na categoria A, o que garante mais economia para você. Chegou a hora de ter muito mais praticidade na sua casa com o Micro-ondas NN-ST27LWRUN da Panasonic. <br> <br> Características: <br> Marca: Panasonic<br> Fabricante: Panasonic<br> Potência (W): 700w<br> Consumo (KW/h) : 250<br> Termostato: Sim<br> Eficiência Energética: A<br> Painel: Digital<br> Características da Porta / Tampo: Espelhada<br> Tipo de Fogão: Elétrico<br> Capacidade (litros): 21Litros<br> Acendimento: Automático<br> Prato giratório: Sim<br> Características do Forno: Trava de segurança<br> Dupla emissão de ondas: Não<br> <br> Material/Composição Gabinete e Cavidade: Aço Eletrozincado<br> Porta: Vidro<br> Puxador e Painel: Plástico<br> <br> Conteúdo da Embalagem:<br> 1 Micro-ondas<br> Manual de instruções <br> 1 Prato Giratório<br> <br> Dimensões: <br> Altura: 26 cm<br> Largura: 44,2 cm<br> Profundida: 36,6 cm<br> Peso: 10,4 kg<br> <br> Garantia do Fornecedor: 12 meses","{""capacidade"":""21 L"",""cor"":""Branco"",""marca"":""Panasonic""}",21 L,Branco,Panasonic,,,,,,,,,21 Litros,Não informado,Panasonic,Não informado,Não informado,Micro-ondas,Espelhado,NN-ST27LWRUN,Aço Eletrozincado,"Porta Espelhada, Painel Digital, Desodorizador, Auto Congelamento, Trava de Segurança, Prato Giratório",Não informado,Panasonic,Branco,21L,,110V,Digital,De Bancada
lojastaqi||177143,Microondas,"Micro-ondas Brastemp BMG45AR, Grill, 32 Litros, Espelhado","<br> O Micro-ondas Brastemp BMG45AR traz novas possibilidades à sua cozinha. Combinando modernidade e sofisticação, ele conta com Painel Integrado e Display LCD, além de porta espelhada que contribui para deixar o ambiente ainda mais elegante.<br><br> Com a função Manter Aquecido, o Micro-ondas Brastemp garante que os alimentos estejam na temperatura ideal no momento de servir. Para completar, a finalização dos pratos fica por conta do Grill, que permite dourar os alimentos.<br><br> Características<br><br> Marca: Brastemp<br><br> Modelo: BMG45AR<br><br> Ref.: BMG45ARBNA<br><br> Cor: Espelhado<br><br> Capacidade: 32 Litros<br><br> Especificações<br><br> Painel Integrado com Display LCD<br><br> Níveis de potência: 10<br><br> Grill Elétrico Tubular<br><br> Relógio<br><br> Descongelamento<br><br> Receitas pré-programadas<br><br> Função Manter Aquecido<br><br> Trava de Segurança<br><br> Itens Inclusos<br><br> 01 Micro-ondas<br><br> Alimentação<br><br> Potência: 1400 Watts<br><br> Consumo aproximado de energia: 1400 W/h<br><br> Classificação energética em 220 Volts: A<br><br> Classificação energética em 110 Volts: B<br><br> Dimensões<br><br> Tamanho (AxLxP): 30,7 x 53,9 x 43 cm<br><br> Peso: 16 Kg<br><br> Garantia: 12 meses<br><br> *NÃO FATURAMOS PARA CNPJ<br>","{""capacidade"":""32 L"",""marca"":""Brastemp"",""voltagem"":""220 V""}",32 L,,Brastemp,,220 V,,,,,,,32 Litros,Espelhado,Brastemp,10,Não informado,Não informado,Não informado,BMG45AR,Não informado,"Painel Integrado com Display LCD, Grill Elétrico Tubular, Relógio, Descongelamento, Receitas pré-programadas, Função Manter Aquecido, Trava de Segurança",Não informado,Brastemp,Inox,32L,10,220V,Touch,De Bancada
lojasmm||8052,Microondas,Micro-ondas Brastemp 20 Litros Espelhado com Funções Pré-preparo BMS20AR,"Micro-ondas Brastemp 20 Litros Espelhado com Funções Pré-preparo BMS20AR<br><br>O micro-ondas Brastemp 20 Litros é compacto e tem visual sofisticado e minimalista. <br>Ele vem com o Menu Especial que tem receitas programadas para proporcionar o melhor resultado na cozinha e as Funções Pré-Preparo que possibilitam descongelamento e derretimento customizados.<br><br>Características:<br>Modelo: BMS20AR 20L <br>Design espelhado com painel integrado e display LED <br>São mais de 10 receitas doces e salgadas com potências e tempos pré-programados para garantir o melhor resultado. <br>Descongelamento e derretimento customizado para diferentes tipos de alimentos trazendo maior agilidade no preparo de seus pratos. <br>Escolha o nível de potência ideal para garantir o melhor resultado de sua receita, preparando até os pratos mais delicados. <br>Potência (W)1100 <br>Níveis de potência 10 <br>Capacidade Total (L)20 <br>Display Digital <br>Grill Não <br>Trava de segurança: Sim <br><br>Dimensões:<br>Altura: 45.5 cm <br>Largura: 26.2 cm <br>Profundidade: 35.2 cm <br>Peso: 10.5 kg <br><br>Garantia do fornecedor de 12 meses.","{""capacidade"":""20 L"",""cor"":""Inox"",""marca"":""Brastemp"",""niveis_de_potencia"":""10 Níveis"",""tipo"":""Mesa"",""voltagem"":""127 V""}",20 L,Inox,Brastemp,10 Níveis,127 V,Mesa,,,,,,20 Litros,Espelhado,Brastemp,10,Não informado,Não informado,Não informado,BMS20AR,Não informado,"Menu Especial com receitas programadas, Funções Pré-Preparo para descongelamento e derretimento customizados, Design espelhado com painel integrado e display LED, Mais de 10 receitas doces e salgadas com potências e tempos pré-programados, Descongelamento e derretimento customizado para diferentes tipos de alimentos, Escolha o nível de potência ideal para garantir o melhor resultado, Potência W1100, Display Digital, Grill Não, Trava de segurança Sim",Não informado,Brastemp,Prata,20L,10,110V,Digital,De Bancada
multmaxx||12226,Microondas,Micro-ondas Consul 20L Espelhado CM020 BFANA 110v,"O Micro-ondas Consul com 20 litros de capacidade é tudo o que você precisa para facilitar o seu dia a dia. Com ele você tem seis receitas pré-programadas, painel numérico, menu Uso Fácil, Trava de Segurança e tecla ligar + 30 segundos.<br><br>Em Apenas um Toque:<br>- O Micro-ondas Consul possui receitas pré-programadas para você preparar, em apenas um toque, arroz, vegetais, massas, peixe, pipoca e aquecer bebidas em canecas, tudo no tempo e potências ideais para cada receita.<br><br>Uso Fácil:<br>- É ideal para você aquecer ou descongelar seus pratos de acordo com a quantidade. Basta selecionar a função, o peso, que varia entre 250g, 500h e 1kg, e pronto.<br><br>+30 Segundos:<br>- Com a tecla +30 segundos você pode adicionar mais tempo às suas receitas em apenas um toque, sem interromper o preparo ou desligar o micro-ondas.<br><br>Trava de Segurança:<br>- Ela impede que o seu micro-ondas seja ativado acidentalmente quando você limpar ou encostar nele sem querer, por exemplo. Muito mais segurança para você e sua família.<br><br>Características<br>- Tipo: Mesa<br>- Display Digital<br>- Pratos Pré-programados: Arroz, Vegetais, Pipoca, Peixe, Massa<br>- Função Descongelamento<br>- Teclas Pré-Programadas<br><br>Especificações Técnicas<br>- Modelo: CM020BF<br>- Cor: Cinza<br>- Capacidade Total: 20 Litros<br>- Potência: 620 W<br>- Nível de Potência: 11<br>- Selo Procel (Eficiência Energética): B<br>- Porta Espelhada<br>- Prato Giratório<br>- Luz Interna<br>- Relógio<br>- Voltagem: 110V<br>- EAN: 7891129220423 (110V)<br>- Garantia: 12 meses<br><br>Dimensões e Peso<br>- Dimensões do produto (AxLxP): 264x455x353 mm<br>- Peso do produto: 10,5 kg<br><br>Itens Inclusos<br>- 01 Micro-ondas Consul com 20 Litros de Capacidade e Função Descongelar Cinza - CM020BF<br><br>","{""capacidade"":""20 L"",""cor"":""Cinza"",""marca"":""Consul""}",20 L,Cinza,Consul,,,,,,,,,20 Litros,Cinza,Consul,11,110V,Mesa,Espelhado,CM020BF,Não informado,"Display Digital, Pratos Pré-programados Arroz Vegetais Pipoca Peixe Massa, Função Descongelamento, Teclas Pré-Programadas",Não informado,Consul,Cinza,20L,11,110V,Com Relógio,De Bancada
magazineluiza||011323100,Microondas,Micro-ondas Electrolux Blue Touch MEC41 31L Inox,"Um micro-ondas com Painel Touch on Glass, onde as funções se acendem e são acionadas com o toque no painel. Este modelo conta com porta espelhada e o acabamento total em aço inox trazendo mais beleza, durabilidade e resistência à sua cozinha. Quando é desligado, também desliga totalmente o painel do produto. A função Meus Favoritos programa as 3 receitas mais utilizadas pelo consumidor enquanto o Menu Gourmet conta com funções pré-programadas para preparar os pratos mais saborosos e elaborados como risoto, strogonoff e tomate seco. Para o Menu Pratos Rápidos é só apertar a tecla correspondente e o tempo de cozimento é automaticamente controlado para chegar ao melhor resultado, sem sujeira e bagunça. O grill doura os alimentos, dando um toque a mais nas receitas. Possui ainda chave de segurança, um dispositivo eletrônico que permite travar o uso do aparelho quando desejar. Ideal para evitar que crianças ou pessoas não autorizadas acionem o produto. Você poderá utilizar a Tecla Descongelar, para quem tem pressa e pouco tempo para preparar as refeições. Beleza, sofisticação e praticidade em sua cozinha!","{""capacidade"":""31 L"",""cor"":""Inox"",""marca"":""Electrolux"",""niveis_de_potencia"":""10 Níveis"",""tipo"":""Mesa"",""voltagem"":""127 V""}",31 L,Inox,Electrolux,10 Níveis,127 V,Mesa,,,,,,31L,Inox,Electrolux,Não informado,Não informado,Micro-ondas,Inox,MEC41,Não informado,"Painel Touch on Glass, porta espelhada, grill, função Meus Favoritos, Menu Gourmet, Menu Pratos Rápidos, chave de segurança",Blue Touch,Electrolux,Inox,31L,,,Touch,
frigelar2||kit9783,Microondas,Micro-Ondas Consul 32 Litros Menu Fácil Branco CMS46AB 110V,"Experimente o sabor da elegância com o micro-ondas Consul CMS46AR 32L espelhado que traz modernidade para a sua cozinha com o painel integrado. Com o menu fácil, você poderá fazer diversas receitas de maneira prática e rápida. Com apenas um toque, descongele diversos alimentos em menos tempo selecionando o menu descongelar. E para finalizar, utilize os 10 diferentes níveis de potência para preparar até os pratos mais delicados. Ainda conta com a função Tira Odor, já imaginou preparar todo tipo de receita e ainda se livrar do odor da comida no micro-ondas em um único toque? Demais, né?! Com o micro-ondas da Cosul o seu dia a dia vai ser mais prático e rápido.","{""capacidade"":""32 L"",""cor"":""Prata"",""marca"":""Consul"",""voltagem"":""127 V""}",32 L,Prata,Consul,,127 V,,,,,,,32 Litros,Branco,Consul,10,110V,Não informado,Não informado,CMS46AB,Não informado,Menu Fácil,Não informado,Consul,Branco,32L,10,110V,Digital,De Bancada
